_completed,_id,_language,_created_at,_updated_at,_ip_address,_locale,_username,_get_variables,_referrer,_saves,_weighted_score,_completion_time,_invite_code,_invite_email,_invite_name,_collector_id,id ,dmg.0 ,dmg.1 ,dmg.2 ,dmg.3 ,dmg.4 ,how_often_you_play ,gaming_system_xbox_360,gaming_system_playstation_3,gaming_system_playstation_2,gaming_system_nintendo_wii,gaming_system_computer,gaming_system_tablet,gaming_system_smartphone,gaming_system_dedicated_mobile,gaming_system_other,gaming_system_other_text,game_experience.0 ,game_experience.1 ,game_experience.2 ,game_experience.3 ,play_style ,experience_rate.0 ,experience_rate.1 ,experience_rate.2 ,experience_rate.3 ,experience_rate.4 ,experience_rate.5 ,experience_rate.6 ,experience_rate.7 ,experience_rate.8 ,experience_rate.9 ,experience_rate.10 ,experience_rate.11 ,experience_rate.12 ,experience_rate.13 ,experience_rate.14 ,experience_rate.15 ,experience_rate.16 ,experience_rate.17 ,experience_rate.18 ,experience_rate.19 ,experience_rate.20 ,preferance_rating.0 ,preferance_rating.1 ,preferance_rating.2 ,preferance_rating.3 ,preferance_rating.4 ,preferance_rating.5 ,preferance_rating.6 ,condition ,comment ,sama ,samv ,samd ,imi.0 ,imi.1 ,imi.2 ,imi.3 ,imi.4 ,imi.5 ,imi.6 ,imi.7 ,imi.8 ,imi.9 ,imi.10 ,imi.11 ,imi.12 ,pens.0 ,pens.1 ,pens.2 ,pens.3 ,pens.4 ,pens.5 ,pens.6 ,pens.7 ,pens.8 ,pens.9 ,pens.10 ,pens.11 ,pens.12 ,pens.13 ,pens.14 ,pens.15 ,pens.16 ,pens.17 ,pens.18 ,pens.19 ,pens.20 ,ceq.0 ,ceq.1 ,ceq.2 ,ceq.3 ,ceq.4 ,ceq.5 ,ceq.6 ,ceq.7 ,ceq.8 ,ceq.9 ,ceq.10 ,ceq.11 ,ceq.12 ,ceq.13 ,ceq.14 ,ceq.15 ,ceq.16 ,ceq.17 ,ceq.18 ,gsr_means
Complete,5707217,en,7/19/2013 17:40,7/19/2013 17:44,128.233.4.254,Canada,,c=inbetween,http://fluidsurveys.usask.ca/s/faham/questionnaires/?c=inbetween,,149,0:04:28,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,I didn't really change my playstyle but it seemed the safe places got more overrun quicker now,4,3,4,2,3,3,2,3,2,1,3,2,3,1,3,2,4,3,1,2,1,2,5,5,4,1,1,1,1,1,4,3,4,4,1,5,5,3,3,2,1,1,3,3,2,3,3,2,3,3,3,3,2,2,3,2,
Complete,5708782,en,7/19/2013 19:54,7/19/2013 19:57,128.233.4.254,Canada,,c=inbetween,http://fluidsurveys.usask.ca/s/faham/questionnaires/?c=inbetween,,146,0:03:29,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"The play area was small and the zombies spawned more together as the round went on, I think this made it more difficult",2,3,3,3,4,4,3,4,4,3,4,3,2,3,3,2,4,2,3,2,2,3,5,4,3,2,3,3,2,3,3,4,3,2,3,3,5,1,3,1,1,1,1,1,1,1,1,2,2,2,1,3,2,1,2,2,
Complete,5709978,en,7/19/2013 22:09,7/19/2013 22:13,128.233.4.254,Canada,,c=inbetween,http://fluidsurveys.usask.ca/s/faham/questionnaires/?c=inbetween,,164,0:03:45,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,The zombies would change speed throughout the playthrough.,4,3,3,5,5,5,3,5,5,4,1,3,1,5,2,1,4,2,3,2,1,2,5,2,4,1,4,2,1,1,5,4,4,1,3,5,5,3,3,1,2,1,3,1,1,2,3,3,3,3,2,3,2,3,3,3,
Complete,5710324,en,7/19/2013 23:27,7/19/2013 23:35,128.233.63.14,Canada,,c=inbetween,http://fluidsurveys.usask.ca/s/faham/questionnaires/?c=inbetween,,151,0:07:29,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,Each round took longer time to go to the next round.  I could use speed(Shift) this time better(in 3rd try).,5,2,1,3,5,5,4,5,3,4,4,4,1,4,1,2,4,4,3,2,3,4,2,2,1,4,3,3,4,3,2,4,3,4,3,3,2,2,2,2,1,2,1,3,2,2,1,1,1,2,2,1,1,1,3,2,
Complete,5728396,en,7/22/2013 22:01,7/22/2013 22:07,128.233.4.254,Canada,,c=inbetween,http://fluidsurveys.usask.ca/s/faham/questionnaires/?c=inbetween,,186,0:05:26,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,The speed seems slower.  And I felt more used to the game.,3,4,4,4,4,4,4,4,5,4,4,4,2,4,4,2,5,2,4,2,4,4,5,2,4,4,4,4,4,3,4,4,3,4,4,3,5,3,3,3,3,3,1,2,2,1,1,3,3,3,1,3,2,2,3,3,
Complete,5737036,en,7/23/2013 18:21,7/23/2013 18:29,128.233.4.254,Canada,,c=inbetween,http://fluidsurveys.usask.ca/s/faham/questionnaires/?c=inbetween,,160,0:07:26,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,every round the number of zombies increased,5,5,4,4,3,4,3,3,5,4,2,3,2,4,1,1,4,2,3,2,2,2,4,2,4,4,2,2,3,1,4,4,4,2,2,3,4,3,2,2,2,1,2,2,3,2,2,3,3,3,2,2,1,3,3,3,
Complete,5738442,en,7/23/2013 20:40,7/23/2013 20:43,128.233.4.254,Canada,,c=inbetween,http://fluidsurveys.usask.ca/s/faham/questionnaires/?c=inbetween,,210,0:03:26,,,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,yes and the gameplay improved,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,3,4,4,3,4,3,4,5,4,4,3,4,4,4,4,4,5,4,4,3,3,4,3,3,3,1,2,3,2,3,2,3,3,3,3,3,3,3,2,3,3,
Complete,5739287,en,7/23/2013 22:20,7/23/2013 22:24,128.233.4.254,Canada,,c=inbetween,http://fluidsurveys.usask.ca/s/faham/questionnaires/?c=inbetween,,177,0:04:27,,,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,4,2,4,4,4,4,3,4,4,4,3,3,2,3,3,2,3,4,4,3,4,4,4,2,3,4,3,4,4,4,3,4,3,4,3,4,4,3,3,2,2,2,2,3,3,3,2,2,3,3,3,3,1,1,3,2,
Complete,5749878,en,7/24/2013 17:30,7/24/2013 17:36,128.233.4.254,Canada,,c=inbetween,http://fluidsurveys.usask.ca/s/faham/questionnaires/?c=inbetween,,185,0:05:29,,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,The gameplay seemed normal at the begining and felt so until I died the first time where one hit killed me. I changed my style of gameplay to be more aggressive by firing the weapons more and aiming for the head. Think I performed better knowing one hit from the enemy killed me. ,4,3,3,4,3,4,3,4,5,4,4,3,2,3,4,2,5,3,3,3,4,3,5,5,5,4,3,3,4,3,5,3,4,4,4,3,5,3,3,1,3,2,2,2,2,3,3,1,3,3,2,3,2,3,3,2,
Complete,5753071,en,7/24/2013 19:46,7/24/2013 19:51,128.233.4.254,Canada,,c=inbetween,http://fluidsurveys.usask.ca/s/faham/questionnaires/?c=inbetween,,149,0:05:00,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,I started using the grenades more as more zombies were released,4,3,4,3,3,3,3,3,3,3,3,3,4,3,4,2,4,3,2,3,2,3,4,3,3,2,2,2,3,3,4,3,3,2,2,4,4,1,3,1,1,2,1,2,1,2,2,2,3,3,1,3,2,1,2,1,
Complete,5824161,en,7/25/2013 18:59,7/25/2013 19:05,128.233.4.254,Canada,,c=inbetween,http://fluidsurveys.usask.ca/s/faham/questionnaires/?c=inbetween,,173,0:06:07,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"Now that I had noticed the command prompt last game, I was now checking it for updates to the game mechanics. I noticed that the zombie speed was being altered and assumed that I would eventually get rushed.    I feel my performance worsened given that I died. It was harder to deal with a change to the enemy's profile than one to my own.    I had quite a surprise when the speed was set to 3.33 and a guy was in my face immediately.",4,4,3,4,4,4,4,4,4,4,4,3,2,4,3,2,4,4,3,3,2,4,5,3,4,4,4,4,2,2,5,4,5,4,3,4,5,2,1,3,2,2,1,2,1,2,3,2,1,3,1,1,3,1,3,1,
Complete,5825792,en,7/25/2013 20:26,7/25/2013 20:29,128.233.4.254,Canada,,c=inbetween,http://fluidsurveys.usask.ca/s/faham/questionnaires/?c=inbetween,,197,0:03:19,,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,Felt just like Condition 1 (movement speed was normal again).,4,4,3,4,5,5,5,4,4,4,5,4,2,4,2,1,5,4,4,2,3,4,5,4,5,5,4,4,3,3,5,5,4,4,4,3,5,3,3,3,2,3,2,3,3,2,2,3,3,3,1,3,1,3,3,3,
Complete,5598617,en,7/11/2013 16:16,7/11/2013 16:20,128.233.4.254,Canada,,c=inbetween,http://fluidsurveys.usask.ca/s/faham/questionnaires/?c=inbetween,,158,0:04:05,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,did not notice changes. but i performed better,3,5,3,4,3,3,4,3,4,3,2,1,2,3,2,1,4,2,3,3,3,3,5,3,5,3,3,3,3,3,3,4,4,3,3,3,5,2,3,2,1,1,1,2,2,2,1,2,3,2,2,2,2,3,2,2,
Complete,5600212,en,7/11/2013 17:23,7/11/2013 17:26,128.233.4.254,Canada,,c=inbetween,http://fluidsurveys.usask.ca/s/faham/questionnaires/?c=inbetween,,179,0:01:44,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,3,2,2,4,4,4,4,4,4,4,4,4,4,4,2,2,4,3,4,3,2,3,4,2,4,4,4,3,2,2,4,4,4,4,4,4,4,2,3,2,2,2,2,3,3,3,2,3,3,3,2,3,1,3,3,3,
Complete,5602851,en,7/11/2013 20:03,7/11/2013 20:09,128.233.4.254,Canada,,c=inbetween,http://fluidsurveys.usask.ca/s/faham/questionnaires/?c=inbetween,,143,0:06:02,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,"seems like more zombies appear, and seems like they appear faster",5,1,2,1,4,4,4,4,1,1,5,5,2,1,1,1,4,2,2,2,2,2,5,1,3,4,1,2,2,3,5,4,4,2,1,5,5,3,2,2,3,2,2,2,1,2,2,2,2,3,2,1,1,1,2,1,
Complete,5603636,en,7/11/2013 21:20,7/11/2013 21:25,128.233.4.254,Canada,,c=inbetween,http://fluidsurveys.usask.ca/s/faham/questionnaires/?c=inbetween,,172,0:05:00,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,Enemies got progressively harder and increased in number as the rounds increased. Definitely impacted my performance,5,2,4,3,4,5,5,4,4,3,4,4,2,3,2,3,3,2,2,2,2,4,5,4,3,3,3,3,3,2,4,4,4,2,3,4,5,3,3,2,3,2,2,3,1,2,2,3,3,3,2,3,1,3,2,1,
Complete,5688684,en,7/17/2013 22:20,7/17/2013 22:23,128.233.4.254,Canada,,c=inbetween,http://fluidsurveys.usask.ca/s/faham/questionnaires/?c=inbetween,,172,0:02:31,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,2,4,4,3,3,4,3,2,4,4,4,3,2,2,4,3,4,4,3,4,3,4,4,2,4,3,3,4,4,4,4,5,4,4,3,3,3,2,2,3,1,2,2,2,3,3,3,2,2,3,3,1,2,1,3,1,
Complete,5707374,en,7/19/2013 17:51,7/19/2013 17:55,128.233.4.254,Canada,,c=inbetween,http://fluidsurveys.usask.ca/s/faham/questionnaires/?c=inbetween,,139,0:03:32,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,I didn't change anythi8ng major. My gameplay stayed about the same.,2,3,3,1,3,3,2,3,1,1,2,3,3,1,3,4,4,2,1,2,1,2,5,4,3,2,1,2,1,1,5,2,4,3,1,5,5,2,3,2,2,1,3,2,2,2,2,2,3,3,2,3,2,1,2,2,
Complete,5708874,en,7/19/2013 20:05,7/19/2013 20:08,128.233.4.254,Canada,,c=inbetween,http://fluidsurveys.usask.ca/s/faham/questionnaires/?c=inbetween,,148,0:02:38,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,the zombies moved slower but there also seemed to be more,3,3,3,4,4,4,2,4,4,3,3,2,2,3,4,2,4,2,3,2,2,2,5,4,4,2,3,2,2,2,4,4,4,2,3,3,5,1,3,1,1,1,1,1,1,2,1,1,3,2,1,3,3,1,2,1,
Complete,5709744,en,7/19/2013 21:32,7/19/2013 21:39,128.233.4.254,Canada,,c=inbetween,http://fluidsurveys.usask.ca/s/faham/questionnaires/?c=inbetween,,169,0:07:06,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,"Unlimited Ammo, Fairly quick respawn on consumables.",4,5,3,5,4,4,4,4,5,4,2,4,1,5,2,1,4,4,3,2,1,3,5,2,4,3,4,1,1,1,5,4,5,1,3,5,4,2,3,2,2,2,2,1,1,2,2,3,3,3,2,3,1,3,3,3,
Complete,5710385,en,7/19/2013 23:43,7/19/2013 23:49,128.233.63.14,Canada,,c=inbetween,http://fluidsurveys.usask.ca/s/faham/questionnaires/?c=inbetween,,166,0:06:55,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,I think somehow I found the best way how to play the game.,4,3,4,2,4,5,4,4,4,4,4,4,2,2,2,2,3,4,4,4,4,3,4,2,3,4,3,3,4,3,4,4,3,4,4,3,4,2,2,2,2,3,1,3,2,1,1,1,1,2,3,1,1,1,3,2,
Complete,5728464,en,7/22/2013 22:12,7/22/2013 22:17,128.233.4.254,Canada,,c=inbetween,http://fluidsurveys.usask.ca/s/faham/questionnaires/?c=inbetween,,173,0:04:26,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,3,2,3,4,2,4,4,4,3,3,4,4,2,2,4,2,4,2,2,2,4,4,5,2,4,4,4,4,4,2,4,4,4,3,2,3,5,3,3,3,3,3,1,3,3,1,1,3,3,3,1,3,3,3,3,1,
Complete,5737319,en,7/23/2013 18:35,7/23/2013 18:41,128.233.4.254,Canada,,c=inbetween,http://fluidsurveys.usask.ca/s/faham/questionnaires/?c=inbetween,,163,0:06:29,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,zombies still strong and number of it increased every round,5,5,5,4,3,4,2,3,4,4,4,3,2,4,2,1,4,2,3,2,3,3,4,2,3,4,3,3,2,3,4,4,4,2,2,3,4,3,3,3,1,1,2,2,2,2,2,2,3,2,2,2,1,3,2,2,
Complete,5738171,en,7/23/2013 19:56,7/23/2013 20:02,128.233.4.254,Canada,,c=inbetween,http://fluidsurveys.usask.ca/s/faham/questionnaires/?c=inbetween,,184,0:05:30,,,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,I dont think anything changed and i didnot perform better with these changes,4,3,3,4,4,4,3,4,4,4,3,3,2,3,3,2,4,3,4,4,4,3,5,4,3,4,4,4,4,3,3,4,3,3,4,3,4,3,2,3,1,2,2,2,3,2,3,3,3,3,3,3,3,3,3,3,
Complete,5739349,en,7/23/2013 22:31,7/24/2013 17:04,128.233.4.254,Canada,,c=inbetween,http://fluidsurveys.usask.ca/s/faham/questionnaires/?c=inbetween,,176,0:04:35,,,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,I felt game got harder in this step.,3,3,3,4,4,4,3,4,4,4,3,3,3,2,3,2,3,4,3,2,4,4,4,2,3,4,3,3,4,4,3,4,3,3,3,4,4,3,2,2,1,3,2,3,3,3,2,3,3,3,3,3,2,2,3,3,
Complete,5750052,en,7/24/2013 17:45,7/24/2013 17:51,128.233.4.254,Canada,,c=inbetween,http://fluidsurveys.usask.ca/s/faham/questionnaires/?c=inbetween,,171,0:05:58,,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,Notices there was fog creeping in around me and had to use the flashlight a few times until I adapted to playing in the fog. Also used more ammo this round and held the trigger/mouse down longer.     Think I performed better after I died the first time knowing what it takes to die. ,4,3,3,4,3,3,2,3,4,4,3,2,2,4,4,2,5,3,3,3,3,3,5,4,4,3,3,3,3,3,5,4,4,4,5,3,5,2,2,1,1,2,2,1,2,2,3,1,3,3,2,3,3,2,2,2,
Complete,5753238,en,7/24/2013 19:58,7/24/2013 20:02,128.233.4.254,Canada,,c=inbetween,http://fluidsurveys.usask.ca/s/faham/questionnaires/?c=inbetween,,151,0:04:15,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,"Ran back more, used grenades more, used healthpacks more",4,3,3,2,3,3,4,4,3,3,3,3,2,3,3,3,3,3,2,3,2,3,4,4,3,3,2,2,3,2,4,3,3,3,2,4,4,2,3,3,1,1,2,2,1,2,1,2,3,2,1,3,2,1,2,2,
Complete,5822760,en,7/25/2013 18:22,7/25/2013 18:30,128.233.4.254,Canada,,c=inbetween,http://fluidsurveys.usask.ca/s/faham/questionnaires/?c=inbetween,,167,0:07:57,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,Familiarity with HL2 made getting accustomed easier than with a different game.    The point spawning was surprising compared to games where mobs would have an entrance like climbing over a fence. Made it so that no point was particularly defensible. I noticed my heart jump a bit when Unexpectedly hit from behind from a new spawn.,4,4,3,4,3,3,4,3,5,3,4,4,2,4,4,1,4,4,3,4,1,5,5,3,5,4,3,4,3,2,5,2,4,4,3,5,5,1,1,3,2,1,1,1,1,2,2,3,1,3,1,1,2,1,2,1,
Complete,5825900,en,7/25/2013 20:42,7/25/2013 20:46,128.233.4.254,Canada,,c=inbetween,http://fluidsurveys.usask.ca/s/faham/questionnaires/?c=inbetween,,183,0:04:01,,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,"At round 3 it got foggy and then round 4 got even foggier. This made it difficult to see at long ranges, but ultimately this only was a minor hindrance to gameplay since round 3 and 4 are easy compared to round 5.",3,5,3,4,4,4,4,4,4,4,4,4,2,3,2,2,5,3,2,3,3,4,5,2,5,4,2,4,3,3,4,4,4,3,3,3,5,2,3,2,2,3,2,3,3,3,2,3,3,3,1,3,2,3,3,3,
Complete,5594310,en,7/11/2013 15:11,7/11/2013 15:17,128.233.4.254,Canada,,c=start,http://fluidsurveys.usask.ca/s/faham/questionnaires/?c=start,,119,0:05:36,,,,,10,29,1,1,3,food science,3,,,,,5,,,,,,4,5,5,1,1,1,3,3,2,3,3,1,2,3,1,3,2,4,2,3,2,4,1,3,3,2,5,3,2,4,7,1,6,,,3,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Complete,5598833,en,7/11/2013 16:36,7/11/2013 16:39,128.233.4.254,Canada,,c=start,http://fluidsurveys.usask.ca/s/faham/questionnaires/?c=start,,144,0:03:30,,,,,11,25,2,1,2,Arts and Science English and political science,1,1,2,3,4,5,6,7,8,,,3,3,4,2,1,1,3,2,3,4,2,2,2,3,3,2,3,4,2,3,1,4,2,2,4,1,1,5,6,2,3,7,4,,,3,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Complete,5602562,en,7/11/2013 19:32,7/11/2013 19:37,128.233.4.254,Canada,,c=start,http://fluidsurveys.usask.ca/s/faham/questionnaires/?c=start,,133,0:04:55,,,,,12,25,1,1,3,Electrical Engineering,1,1,2,,,5,6,7,,,,4,5,5,4,3,2,2,3,1,1,1,1,3,2,2,2,2,3,2,3,3,3,1,4,4,3,7,6,5,3,2,4,1,,,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Complete,5603505,en,7/11/2013 21:06,7/11/2013 21:10,128.233.4.254,Canada,,c=start,http://fluidsurveys.usask.ca/s/faham/questionnaires/?c=start,,152,0:03:22,,,,,13,27,1,1,2,Molecular Biology,2,1,2,3,4,5,6,7,,,,4,4,5,4,5,2,3,2,2,2,1,3,3,2,1,4,2,2,4,5,4,4,3,3,2,4,3,2,1,4,7,5,6,,,4,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Complete,5688217,en,7/17/2013 21:17,7/17/2013 21:23,128.233.4.254,Canada,,c=start,http://fluidsurveys.usask.ca/s/faham/questionnaires/?c=start,,126,0:05:09,,,,,14,21,1,1,2,Mechanical engineering,1,,,,,5,,7,,,,2,5,5,3,5,3,2,3,1,1,1,4,2,2,1,2,1,2,3,3,2,2,1,4,2,2,4,5,6,2,7,7,6,,,2,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Complete,5706925,en,7/19/2013 17:10,7/19/2013 17:14,128.233.4.254,Canada,,c=start,http://fluidsurveys.usask.ca/s/faham/questionnaires/?c=start,,138,0:03:34,,,,,15,32,1,1,3,Molecular Biology,2,1,2,3,4,5,6,7,8,,,3,4,5,4,5,1,3,1,2,2,1,2,3,2,1,1,2,2,1,2,1,1,1,1,3,3,7,6,5,2,1,4,3,,,3,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Complete,5708689,en,7/19/2013 19:42,7/19/2013 19:45,128.233.4.254,Canada,,c=start,http://fluidsurveys.usask.ca/s/faham/questionnaires/?c=start,,125,0:03:22,,,,,16,18,2,2,2,Computer Science,1,1,2,,,5,,,,,,2,5,5,2,5,1,3,2,2,2,2,4,2,2,3,2,4,2,3,3,2,2,3,3,4,3,7,3,2,6,4,1,5,,,2,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Complete,5709447,en,7/19/2013 21:16,7/19/2013 21:21,128.233.4.254,Canada,,c=start,http://fluidsurveys.usask.ca/s/faham/questionnaires/?c=start,,135,0:04:16,,,,,17,22,1,1,2,Computer Science,1,1,2,3,4,5,6,7,8,,,2,4,4,4,3,1,2,1,1,1,1,2,3,2,2,2,3,2,2,3,2,2,2,1,2,2,2,3,1,5,7,6,4,,,3,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Complete,5710114,en,7/19/2013 22:36,7/19/2013 22:46,128.233.4.254,Canada,,c=start,http://fluidsurveys.usask.ca/s/faham/questionnaires/?c=start,,128,0:10:37,,,,,18,24,1,1,3,Computer Science,4,,2,3,,5,,7,,,,5,5,5,1,3,2,1,3,1,1,1,3,5,1,2,1,2,1,4,2,5,3,1,2,1,2,5,3,7,1,5,6,2,,,4,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Complete,5727977,en,7/22/2013 21:30,7/22/2013 21:37,128.233.4.254,Canada,,c=start,http://fluidsurveys.usask.ca/s/faham/questionnaires/?c=start,,127,0:06:27,,,,,19,22,1,1,2,INTERNATIONAL STUDIES,2,1,2,,4,5,,7,,,,3,4,4,2,4,3,2,4,2,1,1,4,3,1,3,1,1,2,3,2,2,1,3,3,1,1,2,4,3,1,6,7,5,,,4,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Complete,5736851,en,7/23/2013 18:05,7/23/2013 18:10,128.233.4.254,Canada,,c=start,http://fluidsurveys.usask.ca/s/faham/questionnaires/?c=start,,143,0:04:39,,,,,20,29,1,1,3,Mechanical engineering,3,,,,,5,6,7,,,,3,4,4,2,4,2,3,3,2,2,2,2,2,3,3,2,4,4,3,3,2,2,2,4,3,2,4,5,4,5,6,5,5,,,4,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Complete,5737985,en,7/23/2013 19:35,7/23/2013 19:41,128.233.4.254,Canada,,c=start,http://fluidsurveys.usask.ca/s/faham/questionnaires/?c=start,,131,0:05:34,,,,,21,21,1,1,2,Mechanical engineering,2,,,,,5,,7,,,,4,2,3,3,2,1,2,1,1,2,1,2,3,1,2,1,2,3,2,3,3,4,2,2,2,1,7,5,6,7,7,7,6,,,4,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Complete,5738894,en,7/23/2013 21:33,7/23/2013 21:41,128.233.4.254,Canada,,c=start,http://fluidsurveys.usask.ca/s/faham/questionnaires/?c=start,,143,0:07:51,,,,,22,25,1,1,2,Computer Science,3,1,,3,,5,6,7,8,,,4,4,4,3,3,2,3,2,2,1,2,3,4,2,2,3,3,4,3,2,2,3,3,2,1,1,5,2,3,7,4,6,1,,,3,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Complete,5749608,en,7/24/2013 17:05,7/24/2013 17:09,128.233.4.254,Canada,,c=start,http://fluidsurveys.usask.ca/s/faham/questionnaires/?c=start,,129,0:03:55,,,,,23,28,1,1,2,Physiology,2,1,,,,5,6,7,8,,,2,4,4,3,4,1,3,2,2,1,2,1,2,2,2,2,1,2,1,4,2,4,2,2,2,1,6,1,2,3,5,4,7,,,4,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Complete,5752884,en,7/24/2013 19:33,7/24/2013 19:37,128.233.4.254,Canada,,c=start,http://fluidsurveys.usask.ca/s/faham/questionnaires/?c=start,,108,0:04:12,,,,,24,31,1,1,3,Business,2,1,,,,5,,,,,,3,5,5,4,5,2,4,2,3,1,1,2,1,2,2,2,1,1,2,2,2,1,1,1,2,1,6,3,7,4,2,1,5,,,2,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Complete,5822617,en,7/25/2013 18:06,7/25/2013 18:11,128.233.4.254,Canada,,c=start,http://fluidsurveys.usask.ca/s/faham/questionnaires/?c=start,,135,0:04:52,,,,,25,22,1,1,3,Chemical Engineering,1,1,2,3,4,5,6,,8,,,3,4,5,4,3,1,3,1,3,1,1,4,2,1,2,3,1,2,4,2,2,4,2,2,1,3,6,1,3,5,4,7,2,,,2,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Complete,5825407,en,7/25/2013 19:44,7/25/2013 19:49,128.233.4.254,Canada,,c=start,http://fluidsurveys.usask.ca/s/faham/questionnaires/?c=start,,138,0:04:59,,,,,26,24,1,1,2,BFA Acting,2,1,2,3,4,5,,7,8,,,4,5,5,2,3,1,2,3,2,2,2,4,2,2,1,2,1,2,4,3,2,2,2,2,2,3,6,2,1,3,7,5,4,,,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
